Timestamp                       (process)[PID]    
2023-04-01 17:05:44.216569+0200  localhost com.docker.backend[1880]: (fc08c9f3) 5bbbda67-VMDiskUsageClient C<-S 01a3092c-VMDockerdAPI GET /vm/disk-usage (10.836417ms): {"availableBytes":580857856,"totalBytes":62671097856,"usedBytes":58873524224}
2023-04-01 17:06:04.431363+0200  localhost com.docker.backend[1880]: (7b0cf91e) 604b19eb-BackendAPI S<-C Docker-Desktop/4.17.0 (Mac; arm64) GET /features
2023-04-01 17:06:04.438085+0200  localhost com.docker.backend[1880]: (7b0cf91e) 604b19eb-BackendAPI S->C Docker-Desktop/4.17.0 (Mac; arm64) GET /features (1.502458ms): {"ArtifactoryIntegration":{"description":"When this is set, the Artifactory integration is enabled and the Artifactory tab will appear on the Images Screen","enabled":true,"label":"Enables Artifactory Integration","name":"Artifactory Integration","type":2},"AtomistImageDetails":{"description":"Enables an enhanced version of the image details page, revealing per-layer package and vulnerability information","enabled":true,"label":"Enables the new Image Details Page","name":"Enhanced Image Details Page","type":2},"AtomistImageDetailsRemediation":{"description":"Enables suggestions for updating images on the image details page","enabled":true,"label":"Image update suggestions","name":"Vulnerability Remediation Advice","type":2},"ContainerFileExplorerCore":{"description":"Enables container file explorer in docker desktop dashboard","enabled":true,"label":"Enables container file explorer","name<decode: missing data>
2023-04-01 17:06:04.438092+0200  localhost com.docker.backend[1880]: [...] ":"Container File Explorer","type":2},"ExternalRegistry":{"description":"When this is set, the dashboard shows the external registry support (auth and list of private remote repositories)","enabled":false,"label":"External Registry Support in Docker Desktop","name":"External Registry Support","type":2},"NightlyBuilds":{"description":"Switch the application update to the night builds","enabled":false,"label":"Enable nightly builds","name":"Nightly builds","type":1},"ProUser":{"description":"You can upgrade your current tier [here](URL)","enabled":false,"label":"personal","name":"ProUser","type":3},"SimultaneousLinuxAndWindowsContainers":{"description":"Allow both Linux and Windows containers simultaneously using docker cli contexts","enabled":false,"label":"Simultaneous Linux and Windows containers","name":"Simultaneous Linux and Windows containers","type":3},"TelepresenceInSettings":{"description":"Displays Telepresence on the Kubernetes settings page","enabled":false,"label":"Tele<…><decode: missing data>
2023-04-01 17:06:04.438096+0200  localhost com.docker.backend[1880]: [...] ence in Settings","name":"Telepresence in Settings","type":2},"TelepresenceInSettingsV2":{"description":"Displays Telepresence on the Kubernetes settings page, version 2","enabled":true,"label":"Telepresence in Settings V2","name":"Telepresence in Settings V2","type":2},"WelcomeSurvey":{"description":"When this is set, the welcome survey is shown on first launch","enabled":true,"label":"Enables Welcome Survey","name":"Welcome Survey","type":1}}
2023-04-01 17:06:14.205730+0200  localhost com.docker.backend[1880]: (06030457) 5bbbda67-VMDiskUsageClient C->S VMDockerdAPI GET /vm/disk-usage
2023-04-01 17:06:14.217207+0200  localhost com.docker.backend[1880]: (06030457) 5bbbda67-VMDiskUsageClient C<-S 01a3092c-VMDockerdAPI GET /vm/disk-usage (11.777666ms): {"availableBytes":580857856,"totalBytes":62671097856,"usedBytes":58873524224}
2023-04-01 17:06:44.205699+0200  localhost com.docker.backend[1880]: (2486b40e) 5bbbda67-VMDiskUsageClient C->S VMDockerdAPI GET /vm/disk-usage
2023-04-01 17:06:44.216669+0200  localhost com.docker.backend[1880]: (2486b40e) 5bbbda67-VMDiskUsageClient C<-S 01a3092c-VMDockerdAPI GET /vm/disk-usage (11.302083ms): {"availableBytes":580857856,"totalBytes":62671097856,"usedBytes":58873524224}
2023-04-01 17:07:14.205898+0200  localhost com.docker.backend[1880]: (ebbca7f6) 5bbbda67-VMDiskUsageClient C->S VMDockerdAPI GET /vm/disk-usage
2023-04-01 17:07:14.217053+0200  localhost com.docker.backend[1880]: (ebbca7f6) 5bbbda67-VMDiskUsageClient C<-S 01a3092c-VMDockerdAPI GET /vm/disk-usage (11.663375ms): {"availableBytes":580857856,"totalBytes":62671097856,"usedBytes":58873524224}
2023-04-01 17:07:44.205568+0200  localhost com.docker.backend[1880]: (ef5d9bb3) 5bbbda67-VMDiskUsageClient C->S VMDockerdAPI GET /vm/disk-usage
2023-04-01 17:07:44.217157+0200  localhost com.docker.backend[1880]: (ef5d9bb3) 5bbbda67-VMDiskUsageClient C<-S 01a3092c-VMDockerdAPI GET /vm/disk-usage (11.817958ms): {"availableBytes":580857856,"totalBytes":62671097856,"usedBytes":58873524224}
2023-04-01 17:08:14.205692+0200  localhost com.docker.backend[1880]: (25364d9c) 5bbbda67-VMDiskUsageClient C->S VMDockerdAPI GET /vm/disk-usage
2023-04-01 17:08:14.216472+0200  localhost com.docker.backend[1880]: (25364d9c) 5bbbda67-VMDiskUsageClient C<-S 01a3092c-VMDockerdAPI GET /vm/disk-usage (10.987042ms): {"availableBytes":580857856,"totalBytes":62671097856,"usedBytes":58873524224}
2023-04-01 17:08:44.205667+0200  localhost com.docker.backend[1880]: (516960c0) 5bbbda67-VMDiskUsageClient C->S VMDockerdAPI GET /vm/disk-usage
2023-04-01 17:08:44.216376+0200  localhost com.docker.backend[1880]: (516960c0) 5bbbda67-VMDiskUsageClient C<-S 01a3092c-VMDockerdAPI GET /vm/disk-usage (11.028875ms): {"availableBytes":580857856,"totalBytes":62671097856,"usedBytes":58873524224}
2023-04-01 17:09:14.206156+0200  localhost com.docker.backend[1880]: (5a9442f3) 5bbbda67-VMDiskUsageClient C->S VMDockerdAPI GET /vm/disk-usage
2023-04-01 17:09:14.217554+0200  localhost com.docker.backend[1880]: (5a9442f3) 5bbbda67-VMDiskUsageClient C<-S 01a3092c-VMDockerdAPI GET /vm/disk-usage (11.758583ms): {"availableBytes":580857856,"totalBytes":62671097856,"usedBytes":58873524224}
2023-04-01 17:09:44.205689+0200  localhost com.docker.backend[1880]: (32e02001) 5bbbda67-VMDiskUsageClient C->S VMDockerdAPI GET /vm/disk-usage
2023-04-01 17:09:44.216799+0200  localhost com.docker.backend[1880]: (32e02001) 5bbbda67-VMDiskUsageClient C<-S 01a3092c-VMDockerdAPI GET /vm/disk-usage (11.510584ms): {"availableBytes":580857856,"totalBytes":62671097856,"usedBytes":58873524224}
2023-04-01 17:10:14.205710+0200  localhost com.docker.backend[1880]: (37177acd) 5bbbda67-VMDiskUsageClient C->S VMDockerdAPI GET /vm/disk-usage
2023-04-01 17:10:14.215229+0200  localhost com.docker.backend[1880]: (37177acd) 5bbbda67-VMDiskUsageClient C<-S 01a3092c-VMDockerdAPI GET /vm/disk-usage (9.829667ms): {"availableBytes":580857856,"totalBytes":62671097856,"usedBytes":58873524224}
2023-04-01 17:10:44.205725+0200  localhost com.docker.backend[1880]: (c757f132) 5bbbda67-VMDiskUsageClient C->S VMDockerdAPI GET /vm/disk-usage
2023-04-01 17:10:44.216530+0200  localhost com.docker.backend[1880]: (c757f132) 5bbbda67-VMDiskUsageClient C<-S 01a3092c-VMDockerdAPI GET /vm/disk-usage (10.934542ms): {"availableBytes":580857856,"totalBytes":62671097856,"usedBytes":58873524224}
2023-04-01 17:11:14.206016+0200  localhost com.docker.backend[1880]: (7b056861) 5bbbda67-VMDiskUsageClient C->S VMDockerdAPI GET /vm/disk-usage
2023-04-01 17:11:14.217336+0200  localhost com.docker.backend[1880]: (7b056861) 5bbbda67-VMDiskUsageClient C<-S 01a3092c-VMDockerdAPI GET /vm/disk-usage (11.729792ms): {"availableBytes":580857856,"totalBytes":62671097856,"usedBytes":58873524224}
2023-04-01 17:11:44.205733+0200  localhost com.docker.backend[1880]: (1133f7a4) 5bbbda67-VMDiskUsageClient C->S VMDockerdAPI GET /vm/disk-usage
2023-04-01 17:11:44.218394+0200  localhost com.docker.backend[1880]: (1133f7a4) 5bbbda67-VMDiskUsageClient C<-S 01a3092c-VMDockerdAPI GET /vm/disk-usage (12.949583ms): {"availableBytes":580857856,"totalBytes":62671097856,"usedBytes":58873524224}
2023-04-01 17:12:14.205805+0200  localhost com.docker.backend[1880]: (2e23c6bf) 5bbbda67-VMDiskUsageClient C->S VMDockerdAPI GET /vm/disk-usage
2023-04-01 17:12:14.216653+0200  localhost com.docker.backend[1880]: (2e23c6bf) 5bbbda67-VMDiskUsageClient C<-S 01a3092c-VMDockerdAPI GET /vm/disk-usage (11.191541ms): {"availableBytes":580857856,"totalBytes":62671097856,"usedBytes":58873524224}
2023-04-01 17:12:44.205712+0200  localhost com.docker.backend[1880]: (fc9d0d0c) 5bbbda67-VMDiskUsageClient C->S VMDockerdAPI GET /vm/disk-usage
2023-04-01 17:12:44.216401+0200  localhost com.docker.backend[1880]: (fc9d0d0c) 5bbbda67-VMDiskUsageClient C<-S 01a3092c-VMDockerdAPI GET /vm/disk-usage (10.903ms): {"availableBytes":580857856,"totalBytes":62671097856,"usedBytes":58873524224}
2023-04-01 17:13:14.205767+0200  localhost com.docker.backend[1880]: (7ec83c30) 5bbbda67-VMDiskUsageClient C->S VMDockerdAPI GET /vm/disk-usage
2023-04-01 17:13:14.217901+0200  localhost com.docker.backend[1880]: (7ec83c30) 5bbbda67-VMDiskUsageClient C<-S 01a3092c-VMDockerdAPI GET /vm/disk-usage (12.344041ms): {"availableBytes":580857856,"totalBytes":62671097856,"usedBytes":58873524224}
2023-04-01 17:13:44.205528+0200  localhost com.docker.backend[1880]: (c856e88b) 5bbbda67-VMDiskUsageClient C->S VMDockerdAPI GET /vm/disk-usage
2023-04-01 17:13:44.217828+0200  localhost com.docker.backend[1880]: (c856e88b) 5bbbda67-VMDiskUsageClient C<-S 01a3092c-VMDockerdAPI GET /vm/disk-usage (12.395417ms): {"availableBytes":580857856,"totalBytes":62671097856,"usedBytes":58873524224}
2023-04-01 17:14:14.205761+0200  localhost com.docker.backend[1880]: (885f5b9a) 5bbbda67-VMDiskUsageClient C->S VMDockerdAPI GET /vm/disk-usage
2023-04-01 17:14:14.216860+0200  localhost com.docker.backend[1880]: (885f5b9a) 5bbbda67-VMDiskUsageClient C<-S 01a3092c-VMDockerdAPI GET /vm/disk-usage (11.355583ms): {"availableBytes":580857856,"totalBytes":62671097856,"usedBytes":58873524224}
2023-04-01 17:14:44.206676+0200  localhost com.docker.backend[1880]: (3cceb2f8) 5bbbda67-VMDiskUsageClient C->S VMDockerdAPI GET /vm/disk-usage
2023-04-01 17:14:44.217780+0200  localhost com.docker.backend[1880]: (3cceb2f8) 5bbbda67-VMDiskUsageClient C<-S 01a3092c-VMDockerdAPI GET /vm/disk-usage (12.246541ms): {"availableBytes":580857856,"totalBytes":62671097856,"usedBytes":58873524224}
2023-04-01 17:15:14.205839+0200  localhost com.docker.backend[1880]: (fbf10fd6) 5bbbda67-VMDiskUsageClient C->S VMDockerdAPI GET /vm/disk-usage
2023-04-01 17:15:14.216558+0200  localhost com.docker.backend[1880]: (fbf10fd6) 5bbbda67-VMDiskUsageClient C<-S 01a3092c-VMDockerdAPI GET /vm/disk-usage (11.019375ms): {"availableBytes":580857856,"totalBytes":62671097856,"usedBytes":58873524224}
2023-04-01 17:15:44.205705+0200  localhost com.docker.backend[1880]: (626c9534) 5bbbda67-VMDiskUsageClient C->S VMDockerdAPI GET /vm/disk-usage
2023-04-01 17:15:44.216318+0200  localhost com.docker.backend[1880]: (626c9534) 5bbbda67-VMDiskUsageClient C<-S 01a3092c-VMDockerdAPI GET /vm/disk-usage (10.987083ms): {"availableBytes":580857856,"totalBytes":62671097856,"usedBytes":58873524224}
2023-04-01 17:16:04.421474+0200  localhost com.docker.backend[1880]: (3a5226f9) 604b19eb-BackendAPI S<-C Docker-Desktop/4.17.0 (Mac; arm64) GET /features
2023-04-01 17:16:04.428296+0200  localhost com.docker.backend[1880]: (3a5226f9) 604b19eb-BackendAPI S->C Docker-Desktop/4.17.0 (Mac; arm64) GET /features (1.446084ms): {"ArtifactoryIntegration":{"description":"When this is set, the Artifactory integration is enabled and the Artifactory tab will appear on the Images Screen","enabled":true,"label":"Enables Artifactory Integration","name":"Artifactory Integration","type":2},"AtomistImageDetails":{"description":"Enables an enhanced version of the image details page, revealing per-layer package and vulnerability information","enabled":true,"label":"Enables the new Image Details Page","name":"Enhanced Image Details Page","type":2},"AtomistImageDetailsRemediation":{"description":"Enables suggestions for updating images on the image details page","enabled":true,"label":"Image update suggestions","name":"Vulnerability Remediation Advice","type":2},"ContainerFileExplorerCore":{"description":"Enables container file explorer in docker desktop dashboard","enabled":true,"label":"Enables container file explorer","name<decode: missing data>
2023-04-01 17:16:04.428303+0200  localhost com.docker.backend[1880]: [...] ":"Container File Explorer","type":2},"ExternalRegistry":{"description":"When this is set, the dashboard shows the external registry support (auth and list of private remote repositories)","enabled":false,"label":"External Registry Support in Docker Desktop","name":"External Registry Support","type":2},"NightlyBuilds":{"description":"Switch the application update to the night builds","enabled":false,"label":"Enable nightly builds","name":"Nightly builds","type":1},"ProUser":{"description":"You can upgrade your current tier [here](URL)","enabled":false,"label":"personal","name":"ProUser","type":3},"SimultaneousLinuxAndWindowsContainers":{"description":"Allow both Linux and Windows containers simultaneously using docker cli contexts","enabled":false,"label":"Simultaneous Linux and Windows containers","name":"Simultaneous Linux and Windows containers","type":3},"TelepresenceInSettings":{"description":"Displays Telepresence on the Kubernetes settings page","enabled":false,"label":"Tele<…><decode: missing data>
2023-04-01 17:16:04.428321+0200  localhost com.docker.backend[1880]: [...] ence in Settings","name":"Telepresence in Settings","type":2},"TelepresenceInSettingsV2":{"description":"Displays Telepresence on the Kubernetes settings page, version 2","enabled":true,"label":"Telepresence in Settings V2","name":"Telepresence in Settings V2","type":2},"WelcomeSurvey":{"description":"When this is set, the welcome survey is shown on first launch","enabled":true,"label":"Enables Welcome Survey","name":"Welcome Survey","type":1}}
2023-04-01 17:16:14.205587+0200  localhost com.docker.backend[1880]: (04572136) 5bbbda67-VMDiskUsageClient C->S VMDockerdAPI GET /vm/disk-usage
2023-04-01 17:16:14.217661+0200  localhost com.docker.backend[1880]: (04572136) 5bbbda67-VMDiskUsageClient C<-S 01a3092c-VMDockerdAPI GET /vm/disk-usage (12.257709ms): {"availableBytes":580857856,"totalBytes":62671097856,"usedBytes":58873524224}
2023-04-01 17:16:44.204504+0200  localhost com.docker.backend[1880]: (fd26e2fb) 5bbbda67-VMDiskUsageClient C->S VMDockerdAPI GET /vm/disk-usage
2023-04-01 17:16:44.215161+0200  localhost com.docker.backend[1880]: (fd26e2fb) 5bbbda67-VMDiskUsageClient C<-S 01a3092c-VMDockerdAPI GET /vm/disk-usage (10.991083ms): {"availableBytes":580857856,"totalBytes":62671097856,"usedBytes":58873524224}
2023-04-01 17:17:14.205917+0200  localhost com.docker.backend[1880]: (8cda8e5e) 5bbbda67-VMDiskUsageClient C->S VMDockerdAPI GET /vm/disk-usage
2023-04-01 17:17:14.217210+0200  localhost com.docker.backend[1880]: (8cda8e5e) 5bbbda67-VMDiskUsageClient C<-S 01a3092c-VMDockerdAPI GET /vm/disk-usage (11.763167ms): {"availableBytes":580857856,"totalBytes":62671097856,"usedBytes":58873524224}
2023-04-01 17:17:44.205878+0200  localhost com.docker.backend[1880]: (0916e9ad) 5bbbda67-VMDiskUsageClient C->S VMDockerdAPI GET /vm/disk-usage
2023-04-01 17:17:44.218112+0200  localhost com.docker.backend[1880]: (0916e9ad) 5bbbda67-VMDiskUsageClient C<-S 01a3092c-VMDockerdAPI GET /vm/disk-usage (12.328792ms): {"availableBytes":580857856,"totalBytes":62671097856,"usedBytes":58873524224}
2023-04-01 17:18:14.205679+0200  localhost com.docker.backend[1880]: (355ec8d2) 5bbbda67-VMDiskUsageClient C->S VMDockerdAPI GET /vm/disk-usage
2023-04-01 17:18:14.216942+0200  localhost com.docker.backend[1880]: (355ec8d2) 5bbbda67-VMDiskUsageClient C<-S 01a3092c-VMDockerdAPI GET /vm/disk-usage (11.563625ms): {"availableBytes":580857856,"totalBytes":62671097856,"usedBytes":58873524224}
2023-04-01 17:18:44.205696+0200  localhost com.docker.backend[1880]: (3221a2c0) 5bbbda67-VMDiskUsageClient C->S VMDockerdAPI GET /vm/disk-usage
2023-04-01 17:18:44.216311+0200  localhost com.docker.backend[1880]: (3221a2c0) 5bbbda67-VMDiskUsageClient C<-S 01a3092c-VMDockerdAPI GET /vm/disk-usage (10.968917ms): {"availableBytes":580857856,"totalBytes":62671097856,"usedBytes":58873524224}
2023-04-01 17:19:14.205898+0200  localhost com.docker.backend[1880]: (d3c4e5fb) 5bbbda67-VMDiskUsageClient C->S VMDockerdAPI GET /vm/disk-usage
2023-04-01 17:19:14.217972+0200  localhost com.docker.backend[1880]: (d3c4e5fb) 5bbbda67-VMDiskUsageClient C<-S 01a3092c-VMDockerdAPI GET /vm/disk-usage (12.475667ms): {"availableBytes":580857856,"totalBytes":62671097856,"usedBytes":58873524224}
2023-04-01 17:22:43.215192+0200  localhost com.docker.backend[1880]: (e1f22b5e) 5bbbda67-VMDiskUsageClient C->S VMDockerdAPI GET /vm/disk-usage
2023-04-01 17:22:43.228289+0200  localhost com.docker.backend[1880]: (e1f22b5e) 5bbbda67-VMDiskUsageClient C<-S 01a3092c-VMDockerdAPI GET /vm/disk-usage (13.301583ms): {"availableBytes":580857856,"totalBytes":62671097856,"usedBytes":58873524224}
2023-04-01 17:23:12.890648+0200  localhost com.docker.backend[1880]: (e6f8cc77) 604b19eb-BackendAPI S<-C 0ef570f4-desktop_extensions GET /settings[[STACK]]github.com/docker/pinata/common/pkg/backend.(*backendClient).GetSettings(0x14000545400)
	github.com/docker/pinata/common/pkg/backend/client.go:376 +0x6c
main.isExtensionsEnabled(...)
	github.com/docker/pinata/common/cmd/com.docker.extensions/main.go:288
main.updateDisallowedExtensions({0x102a50058, 0x14000234040}, {0x102a5ac18, 0x14000545400}, {0x0?, 0x0?}, {0x102a51220, 0x140003fc230}, {0x102a502f8, 0x140001e4840}, ...)
	github.com/docker/pinata/common/cmd/com.docker.extensions/main.go:250 +0x10c
created by main.runManager
	github.com/docker/pinata/common/cmd/com.docker.extensions/main.go:154 +0x1080
2023-04-01 17:23:12.898807+0200  localhost com.docker.backend[1880]: (e6f8cc77) 604b19eb-BackendAPI S->C 0ef570f4-desktop_extensions GET /settings (3.002875ms): {"acceptCanaryUpdates":false,"activeOrganizationName":"","allowExperimentalFeatures":true,"analyticsEnabled":true,"authDeclinedInstallSettings":false,"autoDownloadUpdates":true,"autoStart":true,"backupData":false,"containerTerminal":"integrated","cpus":4,"credentialHelper":"docker-credential-osxkeychain","customWslDistroDir":"","dataFolder":"\u003cHOME\u003e/Library/Containers/com.docker.docker/Data/vms/0/data","deprecatedCgroupv1":false,"disableHardwareAcceleration":false,"disableTips":true,"disableUpdate":false,"diskFlush":"","diskQcowCompactAfter":0,"diskQcowKeepErased":0,"diskQcowRuntimeAsserts":false,"diskSizeMiB":61035,"diskStats":"","diskTRIM":true,"displayRestartDialog":true,"displayedDeprecate1014":false,"displayedElectronPopup":[],"displayedTutorial":true,"displayedWelcomeSurvey":true,"dockerAppLaunchPath":"","enableSegmentDebug":false,"enhancedContainerIsolation":false,"exposeDockerAP<decode: missing data>
2023-04-01 17:23:12.898814+0200  localhost com.docker.backend[1880]: [...] IOnTCP2375":false,"extensionsEnabled":true,"filesharingDirectories":["/Users","/Volumes","/private","/tmp","/var/folders"],"kubernetesEnabled":false,"kubernetesInitialInstallPerformed":true,"lastLoginDate":0,"latestBannerKey":"","licenseTermsVersion":2,"lifecycleTimeoutSeconds":600,"memoryMiB":8192,"noWindowsContainers":false,"onlyMarketplaceExtensions":false,"openUIOnStartupDisabled":false,"overrideProxyExclude":"","overrideProxyHttp":"","overrideProxyHttps":"","proxyHttpMode":"s...m","requireVmnetd":false,"settingsVersion":25,"showExtensionsSystemContainers":false,"showKubernetesSystemContainers":false,"socksProxyPort":0,"swapMiB":1024,"themeSource":"light","tipLastId":"float64","tipLastViewedTime":1622903681302,"updateAvailableTime":0,"updateInstallTime":0,"useBackgroundIndexing":true,"useContainerdSnapshotter":false,"useCredentialHelper":true,"useGrpcfuse":true,"useNightlyBuildUpdates":false,"useVirtualizationFramework":true,"useVirtualizationFrameworkRosetta":false,"useVirtual<…><decode: missing data>
2023-04-01 17:23:12.898819+0200  localhost com.docker.backend[1880]: [...] ionFrameworkVirtioFS":false,"useVpnkit":true,"useWindowsContainers":false,"vpnKitAllowedBindAddresses":"0.0.0.0","vpnKitMTU":1500,"vpnKitMaxConnections":2000,"vpnKitMaxPortIdleTime":"float64","vpnKitTransparentProxy":true,"vpnkitCIDR":"1...4","wslEngineEnabled":false}
2023-04-01 17:23:12.910027+0200  localhost com.docker.backend[1880]: HTTP 633 CONNECT desktop.docker.com:443: with direct connection
2023-04-01 17:23:12.942147+0200  localhost com.docker.backend[1880]: HTTP 633 CONNECT desktop.docker.com:443: 200 OK
2023-04-01 17:23:12.943363+0200  localhost com.docker.backend[1880]: HTTP 633 CONNECT desktop.docker.com:443: proxying to desktop.docker.com:443
2023-04-01 17:23:13.214719+0200  localhost com.docker.backend[1880]: (3037ee8b) 5bbbda67-VMDiskUsageClient C->S VMDockerdAPI GET /vm/disk-usage
2023-04-01 17:23:13.225820+0200  localhost com.docker.backend[1880]: (3037ee8b) 5bbbda67-VMDiskUsageClient C<-S 01a3092c-VMDockerdAPI GET /vm/disk-usage (10.850875ms): {"availableBytes":580857856,"totalBytes":62671097856,"usedBytes":58873524224}
2023-04-01 17:23:43.215261+0200  localhost com.docker.backend[1880]: (fa8447f2) 5bbbda67-VMDiskUsageClient C->S VMDockerdAPI GET /vm/disk-usage
2023-04-01 17:23:43.227057+0200  localhost com.docker.backend[1880]: (fa8447f2) 5bbbda67-VMDiskUsageClient C<-S 01a3092c-VMDockerdAPI GET /vm/disk-usage (11.87875ms): {"availableBytes":580857856,"totalBytes":62671097856,"usedBytes":58873524224}
2023-04-01 17:24:13.214831+0200  localhost com.docker.backend[1880]: (b25181c4) 5bbbda67-VMDiskUsageClient C->S VMDockerdAPI GET /vm/disk-usage
2023-04-01 17:24:13.225834+0200  localhost com.docker.backend[1880]: (b25181c4) 5bbbda67-VMDiskUsageClient C<-S 01a3092c-VMDockerdAPI GET /vm/disk-usage (11.473542ms): {"availableBytes":580857856,"totalBytes":62671097856,"usedBytes":58873524224}
2023-04-01 17:24:43.214988+0200  localhost com.docker.backend[1880]: (5b96a376) 5bbbda67-VMDiskUsageClient C->S VMDockerdAPI GET /vm/disk-usage
2023-04-01 17:24:43.224898+0200  localhost com.docker.backend[1880]: (5b96a376) 5bbbda67-VMDiskUsageClient C<-S 01a3092c-VMDockerdAPI GET /vm/disk-usage (9.905917ms): {"availableBytes":580857856,"totalBytes":62671097856,"usedBytes":58873524224}
2023-04-01 17:25:13.214995+0200  localhost com.docker.backend[1880]: (4dc0f02c) 5bbbda67-VMDiskUsageClient C->S VMDockerdAPI GET /vm/disk-usage
2023-04-01 17:25:13.224359+0200  localhost com.docker.backend[1880]: (4dc0f02c) 5bbbda67-VMDiskUsageClient C<-S 01a3092c-VMDockerdAPI GET /vm/disk-usage (9.432917ms): {"availableBytes":580857856,"totalBytes":62671097856,"usedBytes":58873524224}
2023-04-01 17:25:43.215291+0200  localhost com.docker.backend[1880]: (5c1a5412) 5bbbda67-VMDiskUsageClient C->S VMDockerdAPI GET /vm/disk-usage
2023-04-01 17:25:43.229811+0200  localhost com.docker.backend[1880]: (5c1a5412) 5bbbda67-VMDiskUsageClient C<-S 01a3092c-VMDockerdAPI GET /vm/disk-usage (14.921083ms): {"availableBytes":580857856,"totalBytes":62671097856,"usedBytes":58873524224}
2023-04-01 17:26:13.214868+0200  localhost com.docker.backend[1880]: (500db8e3) 5bbbda67-VMDiskUsageClient C->S VMDockerdAPI GET /vm/disk-usage
2023-04-01 17:26:13.226937+0200  localhost com.docker.backend[1880]: (500db8e3) 5bbbda67-VMDiskUsageClient C<-S 01a3092c-VMDockerdAPI GET /vm/disk-usage (12.458333ms): {"availableBytes":580857856,"totalBytes":62671097856,"usedBytes":58873524224}
2023-04-01 17:26:43.214642+0200  localhost com.docker.backend[1880]: (782d6570) 5bbbda67-VMDiskUsageClient C->S VMDockerdAPI GET /vm/disk-usage
2023-04-01 17:26:43.222795+0200  localhost com.docker.backend[1880]: (782d6570) 5bbbda67-VMDiskUsageClient C<-S 01a3092c-VMDockerdAPI GET /vm/disk-usage (8.19425ms): {"availableBytes":580857856,"totalBytes":62671097856,"usedBytes":58873524224}
2023-04-01 17:27:13.002945+0200  localhost com.docker.backend[1880]: HTTP 633 CONNECT desktop.docker.com:443: successful (108 active requests)
2023-04-01 17:27:13.214561+0200  localhost com.docker.backend[1880]: (46298327) 5bbbda67-VMDiskUsageClient C->S VMDockerdAPI GET /vm/disk-usage
2023-04-01 17:27:13.224283+0200  localhost com.docker.backend[1880]: (46298327) 5bbbda67-VMDiskUsageClient C<-S 01a3092c-VMDockerdAPI GET /vm/disk-usage (9.286959ms): {"availableBytes":580857856,"totalBytes":62671097856,"usedBytes":58873524224}
2023-04-01 17:27:43.214887+0200  localhost com.docker.backend[1880]: (a8f9f258) 5bbbda67-VMDiskUsageClient C->S VMDockerdAPI GET /vm/disk-usage
2023-04-01 17:27:43.225108+0200  localhost com.docker.backend[1880]: (a8f9f258) 5bbbda67-VMDiskUsageClient C<-S 01a3092c-VMDockerdAPI GET /vm/disk-usage (10.068042ms): {"availableBytes":580857856,"totalBytes":62671097856,"usedBytes":58873524224}
2023-04-01 17:28:13.215056+0200  localhost com.docker.backend[1880]: (46abd170) 5bbbda67-VMDiskUsageClient C->S VMDockerdAPI GET /vm/disk-usage
2023-04-01 17:28:13.226046+0200  localhost com.docker.backend[1880]: (46abd170) 5bbbda67-VMDiskUsageClient C<-S 01a3092c-VMDockerdAPI GET /vm/disk-usage (11.031ms): {"availableBytes":580857856,"totalBytes":62671097856,"usedBytes":58873524224}
2023-04-01 17:28:43.215421+0200  localhost com.docker.backend[1880]: (ad22fa3e) 5bbbda67-VMDiskUsageClient C->S VMDockerdAPI GET /vm/disk-usage
2023-04-01 17:28:43.227608+0200  localhost com.docker.backend[1880]: (ad22fa3e) 5bbbda67-VMDiskUsageClient C<-S 01a3092c-VMDockerdAPI GET /vm/disk-usage (12.584833ms): {"availableBytes":580857856,"totalBytes":62671097856,"usedBytes":58873524224}
2023-04-01 17:29:03.401445+0200  localhost com.docker.backend[1880]: (e8d7f5f2) 604b19eb-BackendAPI S<-C Docker-Desktop/4.17.0 (Mac; arm64) GET /features
2023-04-01 17:29:03.408929+0200  localhost com.docker.backend[1880]: (e8d7f5f2) 604b19eb-BackendAPI S->C Docker-Desktop/4.17.0 (Mac; arm64) GET /features (1.453792ms): {"ArtifactoryIntegration":{"description":"When this is set, the Artifactory integration is enabled and the Artifactory tab will appear on the Images Screen","enabled":true,"label":"Enables Artifactory Integration","name":"Artifactory Integration","type":2},"AtomistImageDetails":{"description":"Enables an enhanced version of the image details page, revealing per-layer package and vulnerability information","enabled":true,"label":"Enables the new Image Details Page","name":"Enhanced Image Details Page","type":2},"AtomistImageDetailsRemediation":{"description":"Enables suggestions for updating images on the image details page","enabled":true,"label":"Image update suggestions","name":"Vulnerability Remediation Advice","type":2},"ContainerFileExplorerCore":{"description":"Enables container file explorer in docker desktop dashboard","enabled":true,"label":"Enables container file explorer","name<decode: missing data>
