Timestamp                       (process)[PID]    
2023-04-01 16:43:44.380737+0200  localhost com.docker.backend[1880]: (8d2fbb7c) 5bbbda67-VMDiskUsageClient C<-S 01a3092c-VMDockerdAPI GET /vm/disk-usage (11.970458ms): {"availableBytes":580857856,"totalBytes":62671097856,"usedBytes":58873524224}
2023-04-01 16:44:14.369070+0200  localhost com.docker.backend[1880]: (32feb64c) 5bbbda67-VMDiskUsageClient C->S VMDockerdAPI GET /vm/disk-usage
2023-04-01 16:44:14.379771+0200  localhost com.docker.backend[1880]: (32feb64c) 5bbbda67-VMDiskUsageClient C<-S 01a3092c-VMDockerdAPI GET /vm/disk-usage (10.912542ms): {"availableBytes":580857856,"totalBytes":62671097856,"usedBytes":58873524224}
2023-04-01 16:44:44.368929+0200  localhost com.docker.backend[1880]: (3abfa5bd) 5bbbda67-VMDiskUsageClient C->S VMDockerdAPI GET /vm/disk-usage
2023-04-01 16:44:44.380876+0200  localhost com.docker.backend[1880]: (3abfa5bd) 5bbbda67-VMDiskUsageClient C<-S 01a3092c-VMDockerdAPI GET /vm/disk-usage (12.27075ms): {"availableBytes":580857856,"totalBytes":62671097856,"usedBytes":58873524224}
2023-04-01 16:45:14.369476+0200  localhost com.docker.backend[1880]: (9515d43a) 5bbbda67-VMDiskUsageClient C->S VMDockerdAPI GET /vm/disk-usage
2023-04-01 16:45:14.383817+0200  localhost com.docker.backend[1880]: (9515d43a) 5bbbda67-VMDiskUsageClient C<-S 01a3092c-VMDockerdAPI GET /vm/disk-usage (14.694458ms): {"availableBytes":580857856,"totalBytes":62671097856,"usedBytes":58873524224}
2023-04-01 16:45:44.368698+0200  localhost com.docker.backend[1880]: (dc69180d) 5bbbda67-VMDiskUsageClient C->S VMDockerdAPI GET /vm/disk-usage
2023-04-01 16:45:44.380297+0200  localhost com.docker.backend[1880]: (dc69180d) 5bbbda67-VMDiskUsageClient C<-S 01a3092c-VMDockerdAPI GET /vm/disk-usage (11.73675ms): {"availableBytes":580857856,"totalBytes":62671097856,"usedBytes":58873524224}
2023-04-01 16:46:04.585252+0200  localhost com.docker.backend[1880]: (615ffcc7) 604b19eb-BackendAPI S<-C Docker-Desktop/4.17.0 (Mac; arm64) GET /features
2023-04-01 16:46:04.593303+0200  localhost com.docker.backend[1880]: (615ffcc7) 604b19eb-BackendAPI S->C Docker-Desktop/4.17.0 (Mac; arm64) GET /features (1.680708ms): {"ArtifactoryIntegration":{"description":"When this is set, the Artifactory integration is enabled and the Artifactory tab will appear on the Images Screen","enabled":true,"label":"Enables Artifactory Integration","name":"Artifactory Integration","type":2},"AtomistImageDetails":{"description":"Enables an enhanced version of the image details page, revealing per-layer package and vulnerability information","enabled":true,"label":"Enables the new Image Details Page","name":"Enhanced Image Details Page","type":2},"AtomistImageDetailsRemediation":{"description":"Enables suggestions for updating images on the image details page","enabled":true,"label":"Image update suggestions","name":"Vulnerability Remediation Advice","type":2},"ContainerFileExplorerCore":{"description":"Enables container file explorer in docker desktop dashboard","enabled":true,"label":"Enables container file explorer","name<decode: missing data>
2023-04-01 16:46:04.593312+0200  localhost com.docker.backend[1880]: [...] ":"Container File Explorer","type":2},"ExternalRegistry":{"description":"When this is set, the dashboard shows the external registry support (auth and list of private remote repositories)","enabled":false,"label":"External Registry Support in Docker Desktop","name":"External Registry Support","type":2},"NightlyBuilds":{"description":"Switch the application update to the night builds","enabled":false,"label":"Enable nightly builds","name":"Nightly builds","type":1},"ProUser":{"description":"You can upgrade your current tier [here](URL)","enabled":false,"label":"personal","name":"ProUser","type":3},"SimultaneousLinuxAndWindowsContainers":{"description":"Allow both Linux and Windows containers simultaneously using docker cli contexts","enabled":false,"label":"Simultaneous Linux and Windows containers","name":"Simultaneous Linux and Windows containers","type":3},"TelepresenceInSettings":{"description":"Displays Telepresence on the Kubernetes settings page","enabled":false,"label":"Tele<…><decode: missing data>
2023-04-01 16:46:04.593316+0200  localhost com.docker.backend[1880]: [...] ence in Settings","name":"Telepresence in Settings","type":2},"TelepresenceInSettingsV2":{"description":"Displays Telepresence on the Kubernetes settings page, version 2","enabled":true,"label":"Telepresence in Settings V2","name":"Telepresence in Settings V2","type":2},"WelcomeSurvey":{"description":"When this is set, the welcome survey is shown on first launch","enabled":true,"label":"Enables Welcome Survey","name":"Welcome Survey","type":1}}
2023-04-01 16:46:14.369039+0200  localhost com.docker.backend[1880]: (4c5ad77a) 5bbbda67-VMDiskUsageClient C->S VMDockerdAPI GET /vm/disk-usage
2023-04-01 16:46:14.380089+0200  localhost com.docker.backend[1880]: (4c5ad77a) 5bbbda67-VMDiskUsageClient C<-S 01a3092c-VMDockerdAPI GET /vm/disk-usage (11.159667ms): {"availableBytes":580857856,"totalBytes":62671097856,"usedBytes":58873524224}
2023-04-01 16:46:44.369039+0200  localhost com.docker.backend[1880]: (544f4185) 5bbbda67-VMDiskUsageClient C->S VMDockerdAPI GET /vm/disk-usage
2023-04-01 16:46:44.380415+0200  localhost com.docker.backend[1880]: (544f4185) 5bbbda67-VMDiskUsageClient C<-S 01a3092c-VMDockerdAPI GET /vm/disk-usage (11.656667ms): {"availableBytes":580857856,"totalBytes":62671097856,"usedBytes":58873524224}
2023-04-01 16:47:14.369162+0200  localhost com.docker.backend[1880]: (1b4bc104) 5bbbda67-VMDiskUsageClient C->S VMDockerdAPI GET /vm/disk-usage
2023-04-01 16:47:14.378762+0200  localhost com.docker.backend[1880]: (1b4bc104) 5bbbda67-VMDiskUsageClient C<-S 01a3092c-VMDockerdAPI GET /vm/disk-usage (9.823167ms): {"availableBytes":580857856,"totalBytes":62671097856,"usedBytes":58873524224}
2023-04-01 16:47:44.369121+0200  localhost com.docker.backend[1880]: (7aa9e83e) 5bbbda67-VMDiskUsageClient C->S VMDockerdAPI GET /vm/disk-usage
2023-04-01 16:47:44.380883+0200  localhost com.docker.backend[1880]: (7aa9e83e) 5bbbda67-VMDiskUsageClient C<-S 01a3092c-VMDockerdAPI GET /vm/disk-usage (11.728917ms): {"availableBytes":580857856,"totalBytes":62671097856,"usedBytes":58873524224}
2023-04-01 16:48:14.369175+0200  localhost com.docker.backend[1880]: (bef29311) 5bbbda67-VMDiskUsageClient C->S VMDockerdAPI GET /vm/disk-usage
2023-04-01 16:48:14.380607+0200  localhost com.docker.backend[1880]: (bef29311) 5bbbda67-VMDiskUsageClient C<-S 01a3092c-VMDockerdAPI GET /vm/disk-usage (11.636041ms): {"availableBytes":580857856,"totalBytes":62671097856,"usedBytes":58873524224}
2023-04-01 16:48:44.369010+0200  localhost com.docker.backend[1880]: (8b23697e) 5bbbda67-VMDiskUsageClient C->S VMDockerdAPI GET /vm/disk-usage
2023-04-01 16:48:44.380231+0200  localhost com.docker.backend[1880]: (8b23697e) 5bbbda67-VMDiskUsageClient C<-S 01a3092c-VMDockerdAPI GET /vm/disk-usage (11.40325ms): {"availableBytes":580857856,"totalBytes":62671097856,"usedBytes":58873524224}
2023-04-01 16:49:14.369274+0200  localhost com.docker.backend[1880]: (28f0b4b8) 5bbbda67-VMDiskUsageClient C->S VMDockerdAPI GET /vm/disk-usage
2023-04-01 16:49:14.380283+0200  localhost com.docker.backend[1880]: (28f0b4b8) 5bbbda67-VMDiskUsageClient C<-S 01a3092c-VMDockerdAPI GET /vm/disk-usage (11.435208ms): {"availableBytes":580857856,"totalBytes":62671097856,"usedBytes":58873524224}
2023-04-01 16:49:44.369088+0200  localhost com.docker.backend[1880]: (e045647b) 5bbbda67-VMDiskUsageClient C->S VMDockerdAPI GET /vm/disk-usage
2023-04-01 16:49:44.380868+0200  localhost com.docker.backend[1880]: (e045647b) 5bbbda67-VMDiskUsageClient C<-S 01a3092c-VMDockerdAPI GET /vm/disk-usage (11.8995ms): {"availableBytes":580857856,"totalBytes":62671097856,"usedBytes":58873524224}
2023-04-01 16:50:14.369284+0200  localhost com.docker.backend[1880]: (60fa9fe2) 5bbbda67-VMDiskUsageClient C->S VMDockerdAPI GET /vm/disk-usage
2023-04-01 16:50:14.380344+0200  localhost com.docker.backend[1880]: (60fa9fe2) 5bbbda67-VMDiskUsageClient C<-S 01a3092c-VMDockerdAPI GET /vm/disk-usage (11.3005ms): {"availableBytes":580857856,"totalBytes":62671097856,"usedBytes":58873524224}
2023-04-01 16:50:44.369036+0200  localhost com.docker.backend[1880]: (02dbc768) 5bbbda67-VMDiskUsageClient C->S VMDockerdAPI GET /vm/disk-usage
2023-04-01 16:50:44.379668+0200  localhost com.docker.backend[1880]: (02dbc768) 5bbbda67-VMDiskUsageClient C<-S 01a3092c-VMDockerdAPI GET /vm/disk-usage (10.771208ms): {"availableBytes":580857856,"totalBytes":62671097856,"usedBytes":58873524224}
2023-04-01 16:51:14.205907+0200  localhost com.docker.backend[1880]: (1641cc74) 5bbbda67-VMDiskUsageClient C->S VMDockerdAPI GET /vm/disk-usage
2023-04-01 16:51:14.217462+0200  localhost com.docker.backend[1880]: (1641cc74) 5bbbda67-VMDiskUsageClient C<-S 01a3092c-VMDockerdAPI GET /vm/disk-usage (12.035333ms): {"availableBytes":580857856,"totalBytes":62671097856,"usedBytes":58873524224}
2023-04-01 16:51:44.205770+0200  localhost com.docker.backend[1880]: (b64fdcca) 5bbbda67-VMDiskUsageClient C->S VMDockerdAPI GET /vm/disk-usage
2023-04-01 16:51:44.216563+0200  localhost com.docker.backend[1880]: (b64fdcca) 5bbbda67-VMDiskUsageClient C<-S 01a3092c-VMDockerdAPI GET /vm/disk-usage (11.124ms): {"availableBytes":580857856,"totalBytes":62671097856,"usedBytes":58873524224}
2023-04-01 16:52:14.204524+0200  localhost com.docker.backend[1880]: (4243a9b9) 5bbbda67-VMDiskUsageClient C->S VMDockerdAPI GET /vm/disk-usage
2023-04-01 16:52:14.218943+0200  localhost com.docker.backend[1880]: (4243a9b9) 5bbbda67-VMDiskUsageClient C<-S 01a3092c-VMDockerdAPI GET /vm/disk-usage (14.467542ms): {"availableBytes":580857856,"totalBytes":62671097856,"usedBytes":58873524224}
2023-04-01 16:52:44.205755+0200  localhost com.docker.backend[1880]: (9c4e0d0a) 5bbbda67-VMDiskUsageClient C->S VMDockerdAPI GET /vm/disk-usage
2023-04-01 16:52:44.216993+0200  localhost com.docker.backend[1880]: (9c4e0d0a) 5bbbda67-VMDiskUsageClient C<-S 01a3092c-VMDockerdAPI GET /vm/disk-usage (11.5965ms): {"availableBytes":580857856,"totalBytes":62671097856,"usedBytes":58873524224}
2023-04-01 16:53:14.205760+0200  localhost com.docker.backend[1880]: (c52f3c02) 5bbbda67-VMDiskUsageClient C->S VMDockerdAPI GET /vm/disk-usage
2023-04-01 16:53:14.218455+0200  localhost com.docker.backend[1880]: (c52f3c02) 5bbbda67-VMDiskUsageClient C<-S 01a3092c-VMDockerdAPI GET /vm/disk-usage (12.995416ms): {"availableBytes":580857856,"totalBytes":62671097856,"usedBytes":58873524224}
2023-04-01 16:53:44.205699+0200  localhost com.docker.backend[1880]: (bf7d7150) 5bbbda67-VMDiskUsageClient C->S VMDockerdAPI GET /vm/disk-usage
2023-04-01 16:53:44.217357+0200  localhost com.docker.backend[1880]: (bf7d7150) 5bbbda67-VMDiskUsageClient C<-S 01a3092c-VMDockerdAPI GET /vm/disk-usage (11.859708ms): {"availableBytes":580857856,"totalBytes":62671097856,"usedBytes":58873524224}
2023-04-01 16:54:14.205610+0200  localhost com.docker.backend[1880]: (32bc1420) 5bbbda67-VMDiskUsageClient C->S VMDockerdAPI GET /vm/disk-usage
2023-04-01 16:54:14.217149+0200  localhost com.docker.backend[1880]: (32bc1420) 5bbbda67-VMDiskUsageClient C<-S 01a3092c-VMDockerdAPI GET /vm/disk-usage (11.723375ms): {"availableBytes":580857856,"totalBytes":62671097856,"usedBytes":58873524224}
2023-04-01 16:54:44.205696+0200  localhost com.docker.backend[1880]: (a2f940a5) 5bbbda67-VMDiskUsageClient C->S VMDockerdAPI GET /vm/disk-usage
2023-04-01 16:54:44.216236+0200  localhost com.docker.backend[1880]: (a2f940a5) 5bbbda67-VMDiskUsageClient C<-S 01a3092c-VMDockerdAPI GET /vm/disk-usage (10.908291ms): {"availableBytes":580857856,"totalBytes":62671097856,"usedBytes":58873524224}
2023-04-01 16:55:14.204297+0200  localhost com.docker.backend[1880]: (eecabc20) 5bbbda67-VMDiskUsageClient C->S VMDockerdAPI GET /vm/disk-usage
2023-04-01 16:55:14.216676+0200  localhost com.docker.backend[1880]: (eecabc20) 5bbbda67-VMDiskUsageClient C<-S 01a3092c-VMDockerdAPI GET /vm/disk-usage (12.734709ms): {"availableBytes":580857856,"totalBytes":62671097856,"usedBytes":58873524224}
2023-04-01 16:55:44.205254+0200  localhost com.docker.backend[1880]: (5e97616b) 5bbbda67-VMDiskUsageClient C->S VMDockerdAPI GET /vm/disk-usage
2023-04-01 16:55:44.216657+0200  localhost com.docker.backend[1880]: (5e97616b) 5bbbda67-VMDiskUsageClient C<-S 01a3092c-VMDockerdAPI GET /vm/disk-usage (11.613584ms): {"availableBytes":580857856,"totalBytes":62671097856,"usedBytes":58873524224}
2023-04-01 16:56:04.428814+0200  localhost com.docker.backend[1880]: (cabb84b7) 604b19eb-BackendAPI S<-C Docker-Desktop/4.17.0 (Mac; arm64) GET /features
2023-04-01 16:56:04.435307+0200  localhost com.docker.backend[1880]: (cabb84b7) 604b19eb-BackendAPI S->C Docker-Desktop/4.17.0 (Mac; arm64) GET /features (1.327375ms): {"ArtifactoryIntegration":{"description":"When this is set, the Artifactory integration is enabled and the Artifactory tab will appear on the Images Screen","enabled":true,"label":"Enables Artifactory Integration","name":"Artifactory Integration","type":2},"AtomistImageDetails":{"description":"Enables an enhanced version of the image details page, revealing per-layer package and vulnerability information","enabled":true,"label":"Enables the new Image Details Page","name":"Enhanced Image Details Page","type":2},"AtomistImageDetailsRemediation":{"description":"Enables suggestions for updating images on the image details page","enabled":true,"label":"Image update suggestions","name":"Vulnerability Remediation Advice","type":2},"ContainerFileExplorerCore":{"description":"Enables container file explorer in docker desktop dashboard","enabled":true,"label":"Enables container file explorer","name<decode: missing data>
2023-04-01 16:56:04.435336+0200  localhost com.docker.backend[1880]: [...] ":"Container File Explorer","type":2},"ExternalRegistry":{"description":"When this is set, the dashboard shows the external registry support (auth and list of private remote repositories)","enabled":false,"label":"External Registry Support in Docker Desktop","name":"External Registry Support","type":2},"NightlyBuilds":{"description":"Switch the application update to the night builds","enabled":false,"label":"Enable nightly builds","name":"Nightly builds","type":1},"ProUser":{"description":"You can upgrade your current tier [here](URL)","enabled":false,"label":"personal","name":"ProUser","type":3},"SimultaneousLinuxAndWindowsContainers":{"description":"Allow both Linux and Windows containers simultaneously using docker cli contexts","enabled":false,"label":"Simultaneous Linux and Windows containers","name":"Simultaneous Linux and Windows containers","type":3},"TelepresenceInSettings":{"description":"Displays Telepresence on the Kubernetes settings page","enabled":false,"label":"Tele<…><decode: missing data>
2023-04-01 16:56:04.435339+0200  localhost com.docker.backend[1880]: [...] ence in Settings","name":"Telepresence in Settings","type":2},"TelepresenceInSettingsV2":{"description":"Displays Telepresence on the Kubernetes settings page, version 2","enabled":true,"label":"Telepresence in Settings V2","name":"Telepresence in Settings V2","type":2},"WelcomeSurvey":{"description":"When this is set, the welcome survey is shown on first launch","enabled":true,"label":"Enables Welcome Survey","name":"Welcome Survey","type":1}}
2023-04-01 16:56:14.205634+0200  localhost com.docker.backend[1880]: (b90aa152) 5bbbda67-VMDiskUsageClient C->S VMDockerdAPI GET /vm/disk-usage
2023-04-01 16:56:14.216645+0200  localhost com.docker.backend[1880]: (b90aa152) 5bbbda67-VMDiskUsageClient C<-S 01a3092c-VMDockerdAPI GET /vm/disk-usage (11.2355ms): {"availableBytes":580857856,"totalBytes":62671097856,"usedBytes":58873524224}
2023-04-01 16:56:44.204177+0200  localhost com.docker.backend[1880]: (02568454) 5bbbda67-VMDiskUsageClient C->S VMDockerdAPI GET /vm/disk-usage
2023-04-01 16:56:44.215470+0200  localhost com.docker.backend[1880]: (02568454) 5bbbda67-VMDiskUsageClient C<-S 01a3092c-VMDockerdAPI GET /vm/disk-usage (11.514375ms): {"availableBytes":580857856,"totalBytes":62671097856,"usedBytes":58873524224}
2023-04-01 16:57:14.205803+0200  localhost com.docker.backend[1880]: (5541c5f5) 5bbbda67-VMDiskUsageClient C->S VMDockerdAPI GET /vm/disk-usage
2023-04-01 16:57:14.216995+0200  localhost com.docker.backend[1880]: (5541c5f5) 5bbbda67-VMDiskUsageClient C<-S 01a3092c-VMDockerdAPI GET /vm/disk-usage (11.489834ms): {"availableBytes":580857856,"totalBytes":62671097856,"usedBytes":58873524224}
2023-04-01 16:57:44.205690+0200  localhost com.docker.backend[1880]: (86113603) 5bbbda67-VMDiskUsageClient C->S VMDockerdAPI GET /vm/disk-usage
2023-04-01 16:57:44.216828+0200  localhost com.docker.backend[1880]: (86113603) 5bbbda67-VMDiskUsageClient C<-S 01a3092c-VMDockerdAPI GET /vm/disk-usage (11.38925ms): {"availableBytes":580857856,"totalBytes":62671097856,"usedBytes":58873524224}
2023-04-01 16:58:14.205630+0200  localhost com.docker.backend[1880]: (5a81f65f) 5bbbda67-VMDiskUsageClient C->S VMDockerdAPI GET /vm/disk-usage
2023-04-01 16:58:14.217472+0200  localhost com.docker.backend[1880]: (5a81f65f) 5bbbda67-VMDiskUsageClient C<-S 01a3092c-VMDockerdAPI GET /vm/disk-usage (12.11125ms): {"availableBytes":580857856,"totalBytes":62671097856,"usedBytes":58873524224}
2023-04-01 16:58:44.204312+0200  localhost com.docker.backend[1880]: (64fcdba8) 5bbbda67-VMDiskUsageClient C->S VMDockerdAPI GET /vm/disk-usage
2023-04-01 16:58:44.215323+0200  localhost com.docker.backend[1880]: (64fcdba8) 5bbbda67-VMDiskUsageClient C<-S 01a3092c-VMDockerdAPI GET /vm/disk-usage (11.40825ms): {"availableBytes":580857856,"totalBytes":62671097856,"usedBytes":58873524224}
2023-04-01 16:59:14.205886+0200  localhost com.docker.backend[1880]: (33606cdd) 5bbbda67-VMDiskUsageClient C->S VMDockerdAPI GET /vm/disk-usage
2023-04-01 16:59:14.216865+0200  localhost com.docker.backend[1880]: (33606cdd) 5bbbda67-VMDiskUsageClient C<-S 01a3092c-VMDockerdAPI GET /vm/disk-usage (11.419459ms): {"availableBytes":580857856,"totalBytes":62671097856,"usedBytes":58873524224}
2023-04-01 16:59:44.204395+0200  localhost com.docker.backend[1880]: (24a5c539) 5bbbda67-VMDiskUsageClient C->S VMDockerdAPI GET /vm/disk-usage
2023-04-01 16:59:44.216536+0200  localhost com.docker.backend[1880]: (24a5c539) 5bbbda67-VMDiskUsageClient C<-S 01a3092c-VMDockerdAPI GET /vm/disk-usage (12.221667ms): {"availableBytes":580857856,"totalBytes":62671097856,"usedBytes":58873524224}
2023-04-01 17:00:14.205692+0200  localhost com.docker.backend[1880]: (78a7eb24) 5bbbda67-VMDiskUsageClient C->S VMDockerdAPI GET /vm/disk-usage
2023-04-01 17:00:14.217423+0200  localhost com.docker.backend[1880]: (78a7eb24) 5bbbda67-VMDiskUsageClient C<-S 01a3092c-VMDockerdAPI GET /vm/disk-usage (11.854042ms): {"availableBytes":580857856,"totalBytes":62671097856,"usedBytes":58873524224}
2023-04-01 17:00:44.205881+0200  localhost com.docker.backend[1880]: (c0a8e89f) 5bbbda67-VMDiskUsageClient C->S VMDockerdAPI GET /vm/disk-usage
2023-04-01 17:00:44.216389+0200  localhost com.docker.backend[1880]: (c0a8e89f) 5bbbda67-VMDiskUsageClient C<-S 01a3092c-VMDockerdAPI GET /vm/disk-usage (10.844667ms): {"availableBytes":580857856,"totalBytes":62671097856,"usedBytes":58873524224}
2023-04-01 17:01:14.204125+0200  localhost com.docker.backend[1880]: (ee677eff) 5bbbda67-VMDiskUsageClient C->S VMDockerdAPI GET /vm/disk-usage
2023-04-01 17:01:14.215007+0200  localhost com.docker.backend[1880]: (ee677eff) 5bbbda67-VMDiskUsageClient C<-S 01a3092c-VMDockerdAPI GET /vm/disk-usage (11.299959ms): {"availableBytes":580857856,"totalBytes":62671097856,"usedBytes":58873524224}
2023-04-01 17:01:44.205694+0200  localhost com.docker.backend[1880]: (094b69d5) 5bbbda67-VMDiskUsageClient C->S VMDockerdAPI GET /vm/disk-usage
2023-04-01 17:01:44.217702+0200  localhost com.docker.backend[1880]: (094b69d5) 5bbbda67-VMDiskUsageClient C<-S 01a3092c-VMDockerdAPI GET /vm/disk-usage (12.259125ms): {"availableBytes":580857856,"totalBytes":62671097856,"usedBytes":58873524224}
2023-04-01 17:02:14.205624+0200  localhost com.docker.backend[1880]: (18a195d5) 5bbbda67-VMDiskUsageClient C->S VMDockerdAPI GET /vm/disk-usage
2023-04-01 17:02:14.218536+0200  localhost com.docker.backend[1880]: (18a195d5) 5bbbda67-VMDiskUsageClient C<-S 01a3092c-VMDockerdAPI GET /vm/disk-usage (12.943333ms): {"availableBytes":580857856,"totalBytes":62671097856,"usedBytes":58873524224}
2023-04-01 17:02:44.204693+0200  localhost com.docker.backend[1880]: (572d97f8) 5bbbda67-VMDiskUsageClient C->S VMDockerdAPI GET /vm/disk-usage
2023-04-01 17:02:44.215885+0200  localhost com.docker.backend[1880]: (572d97f8) 5bbbda67-VMDiskUsageClient C<-S 01a3092c-VMDockerdAPI GET /vm/disk-usage (11.382875ms): {"availableBytes":580857856,"totalBytes":62671097856,"usedBytes":58873524224}
2023-04-01 17:03:14.205855+0200  localhost com.docker.backend[1880]: (733709a2) 5bbbda67-VMDiskUsageClient C->S VMDockerdAPI GET /vm/disk-usage
2023-04-01 17:03:14.216385+0200  localhost com.docker.backend[1880]: (733709a2) 5bbbda67-VMDiskUsageClient C<-S 01a3092c-VMDockerdAPI GET /vm/disk-usage (10.819416ms): {"availableBytes":580857856,"totalBytes":62671097856,"usedBytes":58873524224}
2023-04-01 17:03:44.205767+0200  localhost com.docker.backend[1880]: (fdd78048) 5bbbda67-VMDiskUsageClient C->S VMDockerdAPI GET /vm/disk-usage
2023-04-01 17:03:44.217593+0200  localhost com.docker.backend[1880]: (fdd78048) 5bbbda67-VMDiskUsageClient C<-S 01a3092c-VMDockerdAPI GET /vm/disk-usage (12.124792ms): {"availableBytes":580857856,"totalBytes":62671097856,"usedBytes":58873524224}
2023-04-01 17:04:14.205652+0200  localhost com.docker.backend[1880]: (30d82519) 5bbbda67-VMDiskUsageClient C->S VMDockerdAPI GET /vm/disk-usage
2023-04-01 17:04:14.217168+0200  localhost com.docker.backend[1880]: (30d82519) 5bbbda67-VMDiskUsageClient C<-S 01a3092c-VMDockerdAPI GET /vm/disk-usage (11.675917ms): {"availableBytes":580857856,"totalBytes":62671097856,"usedBytes":58873524224}
2023-04-01 17:04:44.205323+0200  localhost com.docker.backend[1880]: (64eec14f) 5bbbda67-VMDiskUsageClient C->S VMDockerdAPI GET /vm/disk-usage
2023-04-01 17:04:44.217507+0200  localhost com.docker.backend[1880]: (64eec14f) 5bbbda67-VMDiskUsageClient C<-S 01a3092c-VMDockerdAPI GET /vm/disk-usage (12.346083ms): {"availableBytes":580857856,"totalBytes":62671097856,"usedBytes":58873524224}
2023-04-01 17:05:14.205881+0200  localhost com.docker.backend[1880]: (6f143f5a) 5bbbda67-VMDiskUsageClient C->S VMDockerdAPI GET /vm/disk-usage
2023-04-01 17:05:14.216577+0200  localhost com.docker.backend[1880]: (6f143f5a) 5bbbda67-VMDiskUsageClient C<-S 01a3092c-VMDockerdAPI GET /vm/disk-usage (11.105875ms): {"availableBytes":580857856,"totalBytes":62671097856,"usedBytes":58873524224}
2023-04-01 17:05:44.205834+0200  localhost com.docker.backend[1880]: (fc08c9f3) 5bbbda67-VMDiskUsageClient C->S VMDockerdAPI GET /vm/disk-usage
